,Product Name,Brand Name,Price,Rating,Reviews,Review Votes
289848,Pandaoo Smart Phone Watch with Universal Unlocked GSM 8GB Storage HD LCD Camera Fitness Tracker Bluetooth Mate for Android Smartphones(Black),Pandaoo,81.99,5,"I am pleased with this smartwatch overall. It's attractive, lightweight and comfortable to wear. The band is quick to snap on or adjust. It has lots of features for a reasonable price, making this smartwatch a great value.PROsIntuitive interface and menusSpeaker and microphone have good sound qualitySupport for SIM card to use as an independant phoneSupports keyboard for phone textsMemory is expandable to 32GB to store lots of media filesHandy apps like calendar and calculatorLots of setup options to customize operation",2.0
107902,BLU Dash 5.5 Smartphone - Unlocked - Retail Packaging - (Yellow),BLU,99.99,5,I love my pink phone,2.0
160425,"BLU VIVO 5 Smartphone -5.5"" 4G LTE GSM Unlocked - 32GB +3GB RAM - Gold",BLU,199.99,5,"Excellent phone. I have the Samsung Galaxy S6 and needed an unlocked phone for overseas. I used it the first time in China and then in Israel. Since it is a dual Sim card phone, it was simple to change over from one country to the next. All my Google items switched over without a problem. Very similar to the Samsung but the battery last longer on this phone. Love it.",0.0
19814,Apple iPhone 5 16GB Verizon Wireless CDMA 4G LTE Cell Phone - White,Apple,239.95,5,GrEat thanks,0.0
339599,Samsung Galaxy S3 Mini GT-i8190 factory Unlocked International Verison No Warranty - BLUE,Samsung,188.99,5,"chose to give this phone I have and I love it is easy to use, neither too large nor too small perfect and you can download several applications",0.0
107,"""Nokia Asha 302 Unlocked GSM Phone with 3.2MP Camera, Video, QWERTY Keyboard, Wi-Fi, Bluetooth, FM Radio, SNS Integration, MP3/MP4 Player and microSD Slot - White International Version/Warranty",Nokia,299.0,1,"Do not buy it!. It feels like a pretended toy in your hand. If you want it for your kids, it's ok!.",0.0
173464,CNPGD All-in-1 Watch Cell Phone & Smart Watch Sync to Android IOS Smart Phone (Black Plus),CNPGD,59.99,4,Good,0.0
376711,Samsung Gear S SM-R750 (S/K) Curved Super AMOLED Smart Watch (Black) - International Version No Warranty,Samsung,264.68,5,Excellent watch.I miss the camera though.,1.0
42082,Apple iPhone 5S 32 gb (Space Gray) - AT&T,,135.0,5,phone looked brand new and works perfectly,0.0
212549,LG Electronics LG G3 D855 16GB Unlocked Cell Phone - Unlocked (Titan),LG Electronics,249.0,1,I ordered this phone in december of the last year and first it came almost two weeks later than it was espected and then i used it just two and a half weeks because it wasn't working. One day it just turn off by itself and when i tried to turn it on it don't pass the LG logo in the turn on process. I take it to almost every store in my city but no one could fix it. Im really pissed off. I've tried everithing and nothin happens. I really want this phone back because i spend all my money for nothing.,9.0
382210,Samsung S5830 Galaxy Ace - Unlocked Phone - Black,Samsung,89.99,1,the phones memory is just 180 and odd mb and a few applications .. says phone memory full ispite of having a 16 gb micro sd cardnot all aplications goesinto the micro sd cardmusic and pictures and ringtones aloneconnection to WIFI is of problemonce phone memory of 180 MB is fullbeware no sms no emails nothing will come to ur phonei just got robbed from samsung,16.0
28297,Apple iPhone 5c 32GB - Unlocked - (Green),Apple,224.77,5,I personally prefer the androids but my daughter loved this phone! It was everything she wanted and I got it at a really good price! It does what she needs and all the extras that she wants. We are happy!,2.0
402357,TBS3203 Real GPS Tracker Kids Wrist Watch Phone for Children Safe Security SOS Surveillance SMS Position Watch,Turbosight LLD,189.99,4,"The phone is good, but the GPS shows location almost 0,6 miles (1km) from the real location. I'm not sure if I have to tune it in some way. The owner manual is ok.",1.0
376809,Samsung Google Nexus S - Unlocked GSM Phone International Version/Warranty 3G Bands 900/1700/2100,Samsung,69.95,1,"unit arrived in time coz i paid for 2 days shipping,comes with the ff.,no original box instead they use carrying case from HTC mytouch phone,a manual with 11 pages on it,not even mentioned if it is for nexus s.replacement charger although is samsung but you'll know it's not the original.no earphone.replacement battery with no name or brand on it.dies within 7 hrs of standby,probably it will last a couple of hour if you use it.phone has no scratch or whatever,don't know if it's new or not,because there is no plastic protector on it which you can find in any brand new phone.i paid for a new phone because the adds say so,but instead i got this.wire4less shame on you!",28.0
363800,"Samsung Galaxy S6 Edge SM-G925 Factory Unlocked Cellphone, International Version, 32GB, White (International version, No Warranty)",Samsung,449.99,5,This version it's an international version and it's working also in EU country.,0.0
347396,Samsung Galaxy S4 White i9500 16GB Factory Unlocked International Version- WHITE,,293.99,5,"Brand New...Excellent product...Fast shipping.Great Phone...Gave a gift to my brother...He loves it!!Good price, good communication..will definitely buy again",0.0
198196,HTC Rhyme 3G Android Smartphone Plum Verizon,HTC,64.99,1,I bought three of this HYC phone to use in Africa but it doesn't work there as their is no sim so I will be shipping it back when I receive them,0.0
255110,Motorola MOTO X PLAY XT1563 16GB Factory Unlocked 4G LTE (Black),Motorola,289.99,5,exelent,0.0
162443,BLU Vivo Air LTE Factory Unlocked Phone - Retail Packaging - White,BLU,429.99,5,For 200 bucks this is a nice tinny smartphone with good specs.,0.0
94676,"Blackberry Curve 8520 Unlocked Quad-Band GSM Phone with 2MP Camera, QWERTY Keyboard, Wi-Fi and Bluetooth - US Warranty - Opal Pink",BlackBerry,51.95,3,muy bueno,0.0
298934,"POSH MOBILE TITAN PRO HD ANDROID GSM UNLOCKED DUAL SIM 5.5"" HD SMARTPHONE EXTRA-large HD display, 13MP Camera and 8GB of Storage. 1 Year warranty. (Model#: E550 NAVY BLUE)",Posh Mobile,95.0,4,Great phone for great price,0.0
388469,"Sony Ericsson XPERIA X10 Mini Pro (U20i) Unlocked GSM Android Smartphone with Wi-Fi, QWERTY and 5 MP Camera - Unlocked Phone - International Warranty (Black)",Sony Ericsson,130.0,4,"I had ordered this from another company, but it didn't have the Android Market on it. Could not get this baby outta my head tho: the feel, the size, the great keyboard. This place sells the unlocked one with the Market, so you got it all. There's nothing else like it out there. Wonderful.",0.0
394162,SONY XPERIA Z1 COMPACT D5503 16GB WHITE FACTORY UNLOCKED International Version No Warranty LTE 4G 3G 2G GSM NEW (2G & 3G 850/900/1700/1900/2100 & 4G LTE 800/850/900/1700/1800/1900/2100/2600),,224.0,5,"Its Awesome Phone, I loved it.....Its Soo Cool............",0.0
358640,Samsung Galaxy S5 SM-G900T - 16GB - Shimmery White Smart Phone - Unlocked (Certified Refurbished),Samsung,189.99,2,"I've owned this phone for 8 weeks and now it randomly restarts several times per day. And resetting all the customization. It's worthless, especially when it happens when you are about to take a picture then lose the shot. Service was good and fast, just not the product.",1.0
278640,"Oneplus One International Version No Warranty, 64GB, Black",OnePlus,349.0,2,"First ever review on Amazon. Bought this phone about a month ago. First few weeks thought it was a pretty alright phone. But... then you start noticing the phone activitng the flashlight by it self, music will all good office sudden stop playing, and now people can hear me when I'm talking on the phone. Sounds like I'm in a tunnel to tell me. This phone is not worth the purchase, it has too many everyday problems. I'll honestly give a 5/10. The price and screen are the only positives. This phone is full of glitches from top to bottom and very frustrating to use day to day.",1.0
212033,LG Electronics G3 Stylus D690 Dual SIM - Factory Unlocked Phone - Retail Packaging (Black Titanium),LG,162.5,5,"It works perfect, top quality shipping",0.0
110332,BLU Dash JR 4.0 K Smartphone - Unlocked - Silver,BLU,125.0,1,I bought this product recently but the problem is its keeps saying no Sim card I've been trying a lot it's not working for me it's sucks !!!! Dissatisfied,0.0
341754,Samsung Galaxy S4 Active I537 Unlocked GSM 4G LTE Android Smartphone w/ 13MP Camera - Dive Blue - AT&T - No Warranty,Samsung,99.99,5,Bought this for my GF for her birthday and she loves it. Nice upgrade over her S3. I'm an iphone guy myself but it does seem like a good phone. Like the waterproof feature.,4.0
201808,"Huawei Mate 8 6.0"" 16MP 4GB RAM Dual Sim 4000 mAh 64GB Smartphone (Gold) - International Version No Warranty",Huawei,509.99,5,Excellent product,0.0
342771,Samsung Galaxy S4 I9500 16GB Unlocked GSM Octa-Core Smartphone w/ 13MP Camera - Black,Samsung,309.99,4,works just fine ... no problem.,0.0
137696,"BLU Studio 5.0 C HD Unlocked Cellphone, Black",BLU,173.44,5,"We bought this phone and it does work with the PTEL $20/mo plan that has 3G/4G just fine. The Phone is awesome, you just have to grab a ptel sim from ebay for 99cents to pop in it, we are VERY HAPPY to have an awesome up-to-date phone on a frugal priced plan.",0.0
262916,Nokia C3 (C3-00) WHITE Unlocked Phone,Nokia,59.95,5,"The keypad works great. Features aren't bad. Has cool backgrounds and some okay ringtones. However, I am discovering with unlocked phones there are things you cannot do since it seems that data usage is totally disabled on these phones, however that is not specific to this phone but to some unlocked phones in general, such as sending pictures in text messages. This so far seems to be a good, reliable phone with good battery life. I recommend getting the jelly case in case the phone is dropped, Amzer Silicone Skin Jelly Case for Nokia C3 - Black, for pretty cheap the phone is protected against hard floors and other disasters.",0.0
263364,"Nokia C3-00 Unlocked Cell Phone (Slate) with QWERTY, Dedicated E-mail Key, 2 MP Camera, Media Player, WLAN, and MicroSD Slot",Nokia,49.99,5,"Soy de Ecuador, este celular era para mi hermana, les comento que el telefono funciono perfectamente desde el primer momento. Mi hermana quedo muy a gusto con el color del telefono que es poco comun, el tamaño es adecuado, bastante delgado, muy buenoSaludos",4.0
81829,"ASUS ZenFone 2 Unlocked Cellphone, 64GB, Gold (U.S. Warranty) (Discontinued by Manufacturer)",Asus,225.0,1,"the phone is easy to break! Unlike my other phones before when they fell, they would still be fine but this phone is very fragile! The ""gorilla glass"" that was described is not even true and dependable! And when the package came to me, it was worn out just like in the picture. I want a refund for this!!",3.0
121011,BLU Energy X Plus Smartphone - With 4000 mAh Super Battery- US GSM Unlocked - Silver,BLU,139.0,3,"It makes calls fine, but when you're using google maps it always loses the signal. It didn't play music files well either.",1.0
22352,"Apple iPhone 5 Unlocked Cellphone, 32GB, White",Apple,265.0,5,Exelente producto,0.0
84504,"BlackBerry 8520OEMRED Gemini 8520 Unlocked Phone with 2 MP Camera, Bluetooth, Wi-Fi--International Version (Red)",BlackBerry,39.99,5,"Excelente producto, viene con todas las especificaciones mencionadas, el celular esta en perfecto estado. Super responsable. 100% Recomendado. Muchas gracias!",0.0
141496,BLU Studio 5.5 D610a Unlocked Dual SIM GSM Phone (Pink),BLU,115.0,1,"Worst phone ever, it charging port on the phone was loose and it was plugged in for 24 hours but only charged up to 55%.",0.0
361657,Samsung Galaxy S6 Edge G925F 32GB Unlocked GSM LTE Octa-Core Phone - White,Samsung,438.5,5,Gooood,0.0
393752,Sony Xperia Z1 C6903 16GB Unlocked GSM 4G LTE WaterProof Smartphone w/ 20MP Camera and Shatter-Proof Glass - Black,,219.99,5,"This the best phone I ever had. The battery life is just awesome compare to galaxyS4. I normally have 60% left after 12 hours of use with intelligent mode selected on battery lover app.Whereas the Samsung S4 almost drain by the end of the day.Ever since I started using not a single time the phone hung or stop responding. It definitely has a solid look, not too big, very good camara and so on.Finally sony has produced the best phone avilable in the market.I will recommend this phone to anyone without the slightest hesitation.",2.0
243319,Moto G Play (4th gen.) - White - 16 GB - Unlocked,,149.0,5,Very good phone!,0.0
60130,"Apple iPhone 6 Plus Unlocked Cellphone, 16GB, Silver",Apple,519.0,5,"it works as described, excellent",0.0
50110,"Apple iPhone 5s T-Mobile Cellphone, 16GB, Space Gray",Apple,168.77,5,"Prompt delivery,good price,no problems or issues.",0.0
357308,"Samsung Galaxy S5 SM-G900F 16GB Factory Unlocked Cellphone International Version, Retail Packaging, Black",Samsung,199.0,5,"Very happy with all aspects of the phone. Very fast, very stable.",0.0
413305,ZTE Z222 Unlocked Flip Phone with Camera,ZTE,32.49,5,Very great works with t mobile. Looking for a cheap phone for just calls mainly then this is the one.,2.0
42618,Apple iPhone 5s 32GB (Gold) - AT&T,Apple,54.34,5,Works as expected!,0.0
130222,BLU Life XL - LTE Smartphone - GSM Unlocked - 8GB +1GB RAM - White,BLU,116.99,1,First week and it freezes and loves to shut down for no reason.,1.0
127196,BLU LIFE ONE X2 - 4G LTE Unlocked Smartphone - 64GB+4GB RAM - Grey,,199.99,5,"All good here. I read about some negative experiences this BLU Life One X2 right out of the box; but after a week of using it, this phone is everything they promised, and it is as great as expected to be. Perhaps I was very lucky to get a good one out of the box! Who knows!! Highly recommended. Amazing price for and amazing phone.",2.0
190394,HTC EVO Design SL892 Android Phone (BOOST MOBILE) Evo Design 4G by HTC (Boost)‎,HTC,99.99,1,"This phone is horrible, I have had an HTC EVO before and loved it but this one is full of glitches and defective. I activated the phone 08/30/13 and it either won't turn on the screen and just the four bottom buttons, or the phone turns on but the screen remains on the HTC EVO logo the whole time. If you finally get the phone to turn on and load it freezes with in 5 minutes or once you lock it, the screen will never turn back on except for the indicator light saying it's still on and the sounds from receiving messages you can't view. The phone was delivered in a box that looks like it's been very roughly handled or previously owned, it did come with all of the accessories though, but they don't really help a broken phone work.",2.0
119044,BLU Energy X Plus Smartphone - With 4000 mAh Super Battery- Global GSM Unlocked - Grey,BLU,139.0,5,good,0.0
320675,"Samsung Galaxy J7 SM- J700H/DS GSM Smartphone-Android 5.1- 5.5"" AMOLED Display- International Version (Black)",Samsung,208.0,4,It came fast. It started to work then it stop now its working pretty fine. Its a very nice phone. The charger has some kind of shortage but in all the phone is great. Well packaged and came with everything.,0.0
44731,Apple iPhone 5s 32GB (Silver) - AT&T,Apple,43.95,5,DAUGHTER IS VERY HAPPY AND THAT SAYS IT ALLLL.,0.0
128974,"BLU Life Pure XL Full HD, 16MP, 2.2GHz Quad Core Unlocked Cell Phones - Retail Packaging - Blue",BLU,307.0,5,It is an amazing phone... Great value for the price... I would recommend it to anyone one looking for a new phone at a cheap price...,0.0
123084,Blu LIFE 8 Unlocked (Orange),BLU,169.99,5,Buenismo!!,0.0
132173,BLU PURE XR Smartphone - 4G LTE GSM Unlocked - 64GB +4GB RAM - Grey,BLU,299.99,4,Works better than any smart phone that Ive had. I just find it a little too large for my hand.,0.0
66701,Apple iPhone 6s 64 GB US Warranty Unlocked Cellphone - Retail Packaging (Space Gray),Apple,569.99,5,good,0.0
4193,Apple a1549 iPhone 6 64GB T-Mobile (silver),,309.99,5,It came super early and it's just like a brand new phone,0.0
387433,"Smartphones Unlocked CHSLING 5.5"" IPS HD Anroid 5.1 MTK6580 Quad Core ROM 8GB 5.0MP Camera Blue",CHSLING,99.99,3,"I will be honest in my review, it is a pretty nice phone the reason I gave it 3 stars, but a bit heavy. Also, the location of the sim cards and SD memory card is poor, easy to push in, but very difficult to remove (except the top top sim). You will need a needle to slowly pry them out.Second, my home screen and back space buttons on the bottom of the screen stopped working just as the Amazon 30 day return policy expired. So I contacted the seller and unfortunately they do not offer a factory warranty because they are located in China and would cost too much to ship and return.Buy at your own risk, knowing if something goes wrong after 30 days (which is possible for a $80 Chinese phone) your on your own.",2.0
89792,"Blackberry Bold Touch 9930 CDMA GSM Unlocked Phone with Touch Screen, 5MP Camera and Blackberry OS 7 (Black)",BlackBerry,104.95,1,So disappointed bought this gift for my father at first he was so happy bec he loves the phone and its features but after a week the battery was draining fast to think that he seldom uses the phone. He also said it takes up to 5 hrs for the battery to be full. Too sad that we cant return the item because was delivered through courier since my father lives in another country and will cost us too much just to return it....,0.0
340396,"Samsung Galaxy S3 SCH-I535 Verizon Phone, 16GB, Marble White",Samsung,92.5,4,"I love this phone. Pros; I can get the price of my stocks on myyahoo; check my email. go to my bank, etc.cons; it is so difficult to figure out so many items. a good instruction manual would be great but that seems to have gone away with all items; the manual on the internet is OK but leaves out so many directions and many times the directions don't work at all; if you know someone that knows how to use the phone they can be of big help; LOL trying to figure it out on your own.I am hard of hearing and I cannot hear this phone ring, but if I put it in my chest pocket I can feel it vibrate and thus can answer. The in car blue tooth's are great and I can always hear that.I would buy this phone again, now that I have figured out about 50% of it and would recommend it to another (still haven't figured out S voice). The price was good, free shipping (took too long, but free)!",1.0
391332,Sony Xperia X Compact - Unlocked Smartphone - 32GB - Mist Blue (US Warranty),Sony,499.99,5,I realy so happy. It is so fast and nice phone. I used iphone 7 plus but it so big .the best compact phone . I love X compact.,3.0
276441,NOKIA LUMIA 925 WHITE 16GB RM-892 FACTORY UNLOCKED LTE 4G 3G 2G (2G & 3G HSDPA 850/900/1900/2100 & 4G 800/900/1800/1900/2100/2600),,217.0,5,"I'm from Europe and this phone came with an European power adaptor.I absolutely love the phone. Windows Phone is the best operating system ever. Nothing more to add, just buy it. You'll love it!",9.0
92464,"Blackberry Curve 8520 Unlocked Quad-Band GSM Phone with 2MP Camera, QWERTY Keyboard, Wi-Fi and Bluetooth - Lavender",BlackBerry,39.99,5,"Hola Sr. Richard de verdad muchas gracias por su carta, me gusto mucho que me enviaran el telefono como lo solicite me gusto mucho comprar con usted, de corazon feliz navidad le deseo desde venezuela y gracias por todo.Me encanto mi nuevo telefono como tienda son lo mejor.Atte,Diana Gonzalez.",0.0
145873,BLU Studio C 5+5 LTE Smartphone - GSM Unlocked - Black,BLU,81.58,4,"It was a gift to a friend in Jamaica, he loves it, having 2 sim cards in one phone is a plus for him.",0.0
135150,BLU Studio 5.0 C HD - Unlocked Cell Phones - Retail Packaging - Blue,BLU,2000.0,5,LOVE IT!!,0.0
269140,Nokia Lumia 635 8GB Unlocked GSM 4G LTE Windows 8.1 Quad-Core Phone - Black,Nokia,75.99,2,"Poor camera, pictures out of focus, lacking clarity and color.",0.0
239822,LifeProof Case 1801-02 for Samsung Galaxy S4 (Nuud Series) - Glacie,LifeProof,6.99,3,This is actually my 3rd one unfortunately on this one the most important piece In my opinion which is the charger cover broke off within a week. This will probably be the last time I buy this phone case.,0.0
178674,CNPGD Watch Cell Phone Mobile Touch Screen Mp3 Mp4 Fm Radio (Black/Silver),CNPGD,39.99,1,"Minimal useful features - half of the apps on the watch are non functional, the radio feature doesn't work without the cheap and ill fitting earbuds, the touchscreen is either overly fiddly or unresponsive when using the on screen keyboard, etc. Surprisingly, I did put a sim card in it from our spare line, and that seems to work, but god help you trying to dial a number on the screen keypad.The only thing that worked reliably was the notifications from my phone to the watch, but since it'll basically replicate EVERY notification of EVERY type by default, you then have to go into the poorly constructed host app on your phone and disable 99% of them. Oh, did I mention that you have to run a garbage coded scammy looking app and service in the background of the host phone, above and beyond the bluetooth connection, for any of this to ""work""?Camera quality is poor. The remote shutter control thing is kinda neat (when it works), allowing you to use the watch to trigger the camera on your phone remotely.Almost no customization of the watch face, fonts, backgrounds, etc. The only saving grace is that it's as cheap as a lot of non smart watches, and it does seem to keep time.",3.0
405040,Verizon Apple iPhone 4 8GB No Contract 3G WiFi Camera Smartphone Black CDMA,Apple,55.15,1,Satisfied,0.0
156836,BLU T176T Jenny TV 2.8 Unlocked Quad-Band Dual SIM Phone (Black/Blue),BLU,74.47,1,False advertisement. The phone does not include skype.It shows it on the box and when contacting support they will tell you to go to the Blu Club but when I sent them the screenshots that is was not there they had no clue. Their support is useless.,0.0
406475,Verizon LG enV3 VX9200 No Contract 3G QWERTY MP3 Camera Cell Phone Red,LG,18.22,2,the screen was scratch,0.0
309895,"Samsung Galaxy G920F-S6 32GB Factory Unlocked 5.1"" - International Sourced Version - Black",Samsung,434.99,5,Everithing was exellent. The Phone is great and the shipping was faster than I thought. Fantastic shopping experience.,0.0
90552,"BlackBerry Classic Factory Unlocked Cellphone, Black",BlackBerry,149.99,1,Very poor on navigation. Very slow phone,0.0
267951,Nokia Lumia 1320 Unlocked GSM 4G LTE Smartphone w/ Microsoft Windows 8 - Orange (No Warranty),Nokia,99.99,5,Love it.,0.0
397160,Sony Xperia Z5 Compact E5823 2GB/32GB 23MP 4.6-inch 4G LTE Factory Unlocked (BLACK) - International Stock No Warranty,Sony,467.73,3,"too hot, the terrible 810",2.0
136022,BLU Studio 5.0 C HD Smartphone - Unlocked - Orange,BLU,115.0,5,"I was looking for an upgrade phone from my iphone 4 and wanted to go back to an android phone. I use prepaid no contract service by Straight Talk. I wanted a phone that was going to be heavy on my pockets. I was searching on Amazon for phones when the Blu Studio phones came up. I have never heard of Blu Studio so I was curious. I had read several reviews from customers and was please the majority of the reviews I read were very favorable. I decided to buy the Blue Studio 5.0 HD in pink. I have had it now for about two weeks and I love it. Setting up the phone was easy. I just popped my slim card in from my iphone and I was up and running. I love the large screen, great volume, excellent picture taking and 4G speed. I have no complaints. My 19 year old daughter was also in the market for a new phone and recommended the Blu Studio 5.0 HD and she loves it. She said she couldn't be happier and we both love the affordable cost. We are so glad we didn't spend a lot of money on one of the other top cellphones on the market. I will definitely buy a another Blu Studio in the future when I'm ready four another upgrade again. I would like to try the Blu Windows phones it looks like a good phone.",91.0
365382,Samsung Galaxy S6 Factory Unlocked 32GB Smartphone (U.S. Warranty Version),Samsung,414.88,5,Great product,0.0
224060,LG G4 Power Charger Pack (2900mAh Battery BCK-4800 + Charging Cradle) 100% Genuine Guarantee,LG,18.39,5,"very handy and portable. Much more user friendly than the wall charger I now have, and now i have two chargers for my 5 batteries for my phone. I use it a lot! ;-)",1.0
58534,"Apple iPhone 6 Plus Factory Unlocked Cellphone, 64GB, Silver",Apple,605.0,5,Very good,0.0
382658,Samsung S5830 Galaxy Ace - Unlocked Phone - Black,Samsung,89.99,4,This item is as described in the add. I only missed the micro sd and an american plugg but for the rest I can say that's fare enougth.,7.0
214753,LG G2 D800 32GB Unlocked GSM 4G LTE 2.26 GHz Quad-Core Android Smartphone with 13 MP Camera (White),LG,199.99,4,Chevere!,0.0
51101,"Apple iPhone 6 128GB Factory Unlocked GSM 4G LTE Smartphone, Gold (Certified Refurbished)",,428.13,5,The mobile is goodI got in time,0.0
253647,Motorola Moto X (2nd Generation) - Black Leather - 16 GB (U.S. Warranty) Unlocked Phone,Motorola,109.0,5,Received it quickly works as well as the phone it replaced.,0.0
410108,verykool SL4500 Fusion - Android 4G LTE Unlocked GSM Smartphone w/1.2GHz Quad core Processor & an 8 MP Camera,verykool,70.66,2,"The phone is ok , but only when I have it plugged into an outlet , the battery last only for 11/2 hours before it goes completely dead , I think I should get my money back",0.0
256317,"Motorola RAZR V3 Unlocked Phone with Camera, and Video Player--International Version with No Warranty (Black)",Motorola,45.0,1,Bad... bad..,0.0
36798,Apple iPhone 5c a1532 8GB Blue Smartphone for AT&T,Apple,94.0,5,Received this product exactly when they said so. I've had the phone for about a week now and I love it. I'm actually writing this review on it now. It looked just about new. There were a few very minor scratches that I didn't notice until I looked very closely. This is a great deal. You get a pretty much new phone and save a lot of money.The only con was that the charging cord for it was pretty short. About 1 and a half feet long. But that wasn't a big issue.,0.0
78117,Apple Smart Watch Sport 38mm - Silver/White (Certified Refurbished),,264.99,5,Very satisfied with my item 😊,0.0
293473,"Polaroid A5WH 5"" Unlocked Smartphone, No Contract, 4G HSPA+ Dual SIM GSM, Android 4.4 KitKat, One Year Warranty,Retail Packaging, White",Polaroid,78.33,1,"received phone in 2days, was very excited. opened box, put in A T & T sims card. volume good with calls.........but cannot download any apps from play store, always saying time out. works very slow. Thinking about returning phone : ( no fun if can't download music and games. Bah Humbug !!!!!!!",3.0
230441,"LG Nexus 5X Unlocked Smart Phone, 5.2"" Quartz White, 32GB Storage, US Warranty",LG Electronics,399.0,5,"This a great phone! If your looking for a solid phone without the clutter and the bloat that is offered by the big three carrier then the unlocked NEXUS brand is what your looking for. With a rock solid 6.0 Marshmallow operating system, updates directly from Google, solid battery performance and great feel in the hand. Its also nice to have a major design in your corner such as Google NEXUS as other major accessory manufactures are willing to make supplies for this brand and your most likely to find cases, screen protectors, hip holsters and other accessories that will make your experience into the NEXUS line more enjoyable.",0.0
